Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID,next_state,predicted_time
statechange,User_38,A_Accepted,Application,ApplState_1852978352,complete,2016-01-04 08:56:03.089000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,A_Validating,2016-01-05 01:36:36.609000+00:00
Created,User_38,O_Create Offer,Offer,Offer_829342969,complete,2016-01-04 09:01:49.261000+00:00,Car,New credit,Application_1846626914,5000.0,5000.0,48.0,True,119.02,True,1063.0,5000.0,,O_Cancelled,2016-01-04 16:58:47.491000+00:00
statechange,User_38,O_Created,Offer,OfferState_1124083300,complete,2016-01-04 09:01:50.603000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,Offer_829342969,O_Cancelled,2016-01-04 17:09:21.733000+00:00
statechange,User_38,O_Sent (mail and online),Offer,OfferState_942792982,complete,2016-01-04 09:02:07.149000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,Offer_829342969,A_Validating,2016-01-04 18:09:57.009000+00:00
Deleted,User_38,W_Complete application,Workflow,Workitem_1505200433,complete,2016-01-04 09:02:07.167000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,A_Validating,2016-01-04 15:27:17.987000+00:00
Created,User_38,W_Call after offers,Workflow,Workitem_1788391980,schedule,2016-01-04 09:02:07.175000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Cancelled,2016-01-04 16:32:05.095000+00:00
Obtained,User_38,W_Call after offers,Workflow,Workitem_2140926403,start,2016-01-04 09:02:07.178000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Cancelled,2016-01-04 15:37:12.808000+00:00
statechange,User_38,A_Complete,Application,ApplState_967841829,complete,2016-01-04 09:02:07.180000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Cancelled,2016-01-04 15:35:27.200000+00:00
Released,User_38,W_Call after offers,Workflow,Workitem_1936720361,suspend,2016-01-04 09:05:00.974000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,A_Validating,2016-01-04 14:33:02.974000+00:00
Obtained,User_20,W_Call after offers,Workflow,Workitem_1192302315,resume,2016-01-08 08:26:41.019000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Cancelled,2016-01-08 13:09:11.779000+00:00
Released,User_20,W_Call after offers,Workflow,Workitem_494327938,suspend,2016-01-08 08:27:09.962000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Cancelled,2016-01-08 13:40:10.922000+00:00
Deleted,User_116,W_Call after offers,Workflow,Workitem_1846788918,ate_abort,2016-01-13 08:24:48.239000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Cancelled,2016-01-13 14:00:33.869000+00:00
Created,User_116,W_Validate application,Workflow,Workitem_1652012808,schedule,2016-01-13 08:24:48.308000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Cancelled,2016-01-13 12:16:20.128000+00:00
Obtained,User_116,W_Validate application,Workflow,Workitem_1123138500,start,2016-01-13 08:24:48.318000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Cancelled,2016-01-13 11:59:48.788000+00:00
statechange,User_116,A_Validating,Application,ApplState_2004126252,complete,2016-01-13 08:24:49.352000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Cancelled,2016-01-13 12:25:23.912000+00:00
statechange,User_116,O_Returned,Offer,OfferState_26563692,complete,2016-01-13 08:28:52.987000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,Offer_829342969,O_Cancelled,2016-01-13 13:04:32.267000+00:00
Released,User_116,W_Validate application,Workflow,Workitem_753897947,suspend,2016-01-13 08:30:54.864000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Create Offer,2016-01-13 12:02:23.424000+00:00
Deleted,User_101,W_Validate application,Workflow,Workitem_1707278929,ate_abort,2016-01-13 09:53:58.008000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Created,2016-01-13 14:12:47.028000+00:00
Created,User_101,W_Call incomplete files,Workflow,Workitem_1484202654,schedule,2016-01-13 09:53:58.014000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Sent (online only),2016-01-13 13:55:51.764000+00:00
Obtained,User_101,W_Call incomplete files,Workflow,Workitem_771959655,start,2016-01-13 09:53:58.017000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Returned,2016-01-13 11:41:12.217000+00:00
statechange,User_101,A_Incomplete,Application,ApplState_1363759273,complete,2016-01-13 09:53:58.020000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,A_Validating,2016-01-13 12:36:42.990000+00:00
Released,User_101,W_Call incomplete files,Workflow,Workitem_49642450,suspend,2016-01-13 09:54:07.518000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Accepted,2016-01-13 11:51:00.078000+00:00
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_405383249,resume,2016-01-13 11:04:11.674000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,A_Pending,2016-01-13 13:27:02.774000+00:00
Released,User_2,W_Call incomplete files,Workflow,Workitem_983440082,suspend,2016-01-13 11:06:13.904000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Cancelled,2016-01-13 13:40:09.634000+00:00
statechange,User_95,O_Accepted,Offer,OfferState_1545194755,complete,2016-01-13 12:28:00.512000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,Offer_829342969,O_Cancelled,2016-01-13 19:03:47.332000+00:00
statechange,User_95,A_Pending,Application,ApplState_1355433057,complete,2016-01-13 12:28:00.517000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Cancelled,2016-01-13 14:46:40.107000+00:00
Deleted,User_95,W_Call incomplete files,Workflow,Workitem_1201828431,ate_abort,2016-01-13 12:28:00.522000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Cancelled,2016-01-13 12:40:26.822000+00:00
Created,User_1,A_Create Application,Application,Application_546206358,complete,2016-01-02 08:57:03.601000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,A_Submitted,2016-01-02 08:57:03.721000+00:00
statechange,User_1,A_Submitted,Application,ApplState_254307635,complete,2016-01-02 08:57:03.637000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,A_Concept,2016-01-02 09:38:32.837000+00:00
Created,User_1,W_Handle leads,Workflow,Workitem_919961262,schedule,2016-01-02 08:57:03.828000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,W_Complete application,2016-01-02 16:13:31.128000+00:00
Deleted,User_1,W_Handle leads,Workflow,Workitem_527833094,withdraw,2016-01-02 08:59:10.784000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,A_Accepted,2016-01-02 10:26:11.034000+00:00
Created,User_1,W_Complete application,Workflow,Workitem_1155752186,schedule,2016-01-02 08:59:10.793000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,O_Create Offer,2016-01-02 09:07:35.023000+00:00
statechange,User_1,A_Concept,Application,ApplState_1801804895,complete,2016-01-02 08:59:10.800000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,O_Created,2016-01-02 09:04:03.370000+00:00
Obtained,User_89,W_Complete application,Workflow,Workitem_262263746,start,2016-01-04 08:03:08.142000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,O_Sent (mail and online),2016-01-04 12:47:06.112000+00:00
statechange,User_89,A_Accepted,Application,ApplState_1134127152,complete,2016-01-04 08:09:27.676000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,A_Complete,2016-01-06 04:02:50.806000+00:00
Created,User_89,O_Create Offer,Offer,Offer_603196958,complete,2016-01-04 08:17:48.102000+00:00,Home improvement,New credit,Application_546206358,10000.0,6000.0,57.0,True,284.0,True,0.0,14200.0,,O_Create Offer,2016-01-05 13:56:47.842000+00:00
statechange,User_89,O_Created,Offer,OfferState_1542005964,complete,2016-01-04 08:17:49.471000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,Offer_603196958,O_Created,2016-01-04 18:01:56.121000+00:00
statechange,User_89,O_Sent (mail and online),Offer,OfferState_674376846,complete,2016-01-04 08:18:10.830000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,Offer_603196958,O_Sent (mail and online),2016-01-05 01:19:26.710000+00:00
Deleted,User_89,W_Complete application,Workflow,Workitem_677441950,complete,2016-01-04 08:18:10.885000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,A_Validating,2016-01-05 00:58:44.405000+00:00
Created,User_89,W_Call after offers,Workflow,Workitem_1953967383,schedule,2016-01-04 08:18:10.894000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,O_Cancelled,2016-01-04 16:15:09.124000+00:00
Obtained,User_89,W_Call after offers,Workflow,Workitem_380267711,start,2016-01-04 08:18:10.899000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,O_Cancelled,2016-01-04 16:25:42.029000+00:00
statechange,User_89,A_Complete,Application,ApplState_1995216911,complete,2016-01-04 08:18:10.903000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,A_Validating,2016-01-04 17:26:00.763000+00:00
Released,User_89,W_Call after offers,Workflow,Workitem_818581899,suspend,2016-01-04 08:20:31.249000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,A_Validating,2016-01-04 14:45:42.069000+00:00
Obtained,User_20,W_Call after offers,Workflow,Workitem_1298754052,resume,2016-01-08 08:10:55.944000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,O_Cancelled,2016-01-08 15:40:53.864000+00:00
Released,User_20,W_Call after offers,Workflow,Workitem_359002952,suspend,2016-01-08 08:11:21.839000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,O_Cancelled,2016-01-08 14:46:27.469000+00:00
Deleted,User_117,W_Call after offers,Workflow,Workitem_1452802061,ate_abort,2016-01-08 08:35:59.775000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,O_Cancelled,2016-01-08 15:09:19.795000+00:00
Created,User_117,W_Validate application,Workflow,Workitem_1830759532,schedule,2016-01-08 08:35:59.781000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,A_Validating,2016-01-08 14:04:01.781000+00:00
Obtained,User_117,W_Validate application,Workflow,Workitem_2106255931,start,2016-01-08 08:35:59.783000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,O_Cancelled,2016-01-08 13:18:30.543000+00:00
statechange,User_117,A_Validating,Application,ApplState_1646769726,complete,2016-01-08 08:36:00.898000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,O_Cancelled,2016-01-08 13:49:01.858000+00:00
statechange,User_117,O_Returned,Offer,OfferState_2013727099,complete,2016-01-08 08:36:50.809000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,Offer_603196958,O_Cancelled,2016-01-08 14:12:36.439000+00:00
Released,User_117,W_Validate application,Workflow,Workitem_340379029,suspend,2016-01-08 08:44:53.010000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,O_Cancelled,2016-01-08 12:36:24.830000+00:00
statechange,User_90,A_Denied,Application,ApplState_365666003,complete,2016-01-11 09:39:35.053000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,O_Cancelled,2016-01-11 13:14:35.523000+00:00
statechange,User_90,O_Refused,Offer,OfferState_295786467,complete,2016-01-11 09:39:35.166000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,Offer_603196958,O_Cancelled,2016-01-11 13:40:09.726000+00:00
Deleted,User_90,W_Validate application,Workflow,Workitem_1851422481,ate_abort,2016-01-11 09:39:35.193000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,O_Cancelled,2016-01-11 14:15:14.473000+00:00
Created,User_17,A_Create Application,Application,Application_196483749,complete,2016-01-02 09:12:07.481000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,,A_Submitted,2016-01-02 09:12:07.601000+00:00
Created,User_17,W_Complete application,Workflow,Workitem_590624247,schedule,2016-01-02 09:12:07.498000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,,A_Concept,2016-01-02 09:53:36.698000+00:00
Obtained,User_17,W_Complete application,Workflow,Workitem_973930418,start,2016-01-02 09:12:07.501000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,,W_Complete application,2016-01-02 16:28:34.801000+00:00
statechange,User_17,A_Concept,Application,ApplState_369764295,complete,2016-01-02 09:12:07.505000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,,A_Accepted,2016-01-02 10:39:07.755000+00:00
statechange,User_17,A_Accepted,Application,ApplState_559296954,complete,2016-01-02 09:15:31.903000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,,O_Create Offer,2016-01-02 09:23:56.133000+00:00
Created,User_17,O_Create Offer,Offer,Offer_247135719,complete,2016-01-02 09:17:05.720000+00:00,Car,New credit,Application_196483749,10000.0,10000.0,57.0,True,201.76,False,0.0,10000.0,,O_Created,2016-01-02 09:21:58.290000+00:00
statechange,User_17,O_Created,Offer,OfferState_124849367,complete,2016-01-02 09:17:08.762000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,Offer_247135719,O_Sent (mail and online),2016-01-02 14:01:06.732000+00:00
statechange,User_17,O_Sent (online only),Offer,OfferState_440662877,complete,2016-01-02 09:19:21.330000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,Offer_247135719,A_Complete,2016-01-04 05:12:44.460000+00:00
Deleted,User_17,W_Complete application,Workflow,Workitem_1118320187,complete,2016-01-02 09:19:21.360000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,,O_Create Offer,2016-01-03 14:58:21.100000+00:00
Created,User_17,W_Call after offers,Workflow,Workitem_311909068,schedule,2016-01-02 09:19:21.376000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,,O_Created,2016-01-02 19:03:28.026000+00:00
Obtained,User_17,W_Call after offers,Workflow,Workitem_4388575,start,2016-01-02 09:19:21.378000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,,O_Sent (mail and online),2016-01-03 02:20:37.258000+00:00
statechange,User_17,A_Complete,Application,ApplState_392574086,complete,2016-01-02 09:19:21.383000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,,A_Validating,2016-01-03 01:59:54.903000+00:00
statechange,User_17,O_Cancelled,Offer,OfferState_591416028,complete,2016-01-02 09:21:26.034000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,Offer_247135719,O_Cancelled,2016-01-02 17:18:24.264000+00:00
Created,User_17,O_Create Offer,Offer,Offer_941964966,complete,2016-01-02 09:21:42.022000+00:00,Car,New credit,Application_196483749,10000.0,4100.0,57.0,True,201.76,False,0.0,10000.0,,O_Cancelled,2016-01-02 17:29:13.152000+00:00
statechange,User_17,O_Created,Offer,OfferState_275382868,complete,2016-01-02 09:21:43.573000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,Offer_941964966,A_Validating,2016-01-02 18:29:33.433000+00:00
statechange,User_17,O_Sent (mail and online),Offer,OfferState_563158836,complete,2016-01-02 09:22:09.421000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,Offer_941964966,A_Validating,2016-01-02 15:47:20.241000+00:00
Created,User_17,O_Create Offer,Offer,Offer_1148420274,complete,2016-01-02 09:26:43.598000+00:00,Car,New credit,Application_196483749,10000.0,0.0,58.0,True,120.0,False,0.0,6000.0,,O_Cancelled,2016-01-02 16:56:41.518000+00:00
statechange,User_17,O_Created,Offer,OfferState_1323744692,complete,2016-01-02 09:26:44.925000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,Offer_1148420274,O_Cancelled,2016-01-02 16:01:50.555000+00:00
statechange,User_17,O_Sent (mail and online),Offer,OfferState_1151067844,complete,2016-01-02 09:26:57.389000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,Offer_1148420274,O_Cancelled,2016-01-02 16:00:17.409000+00:00
Released,User_17,W_Call after offers,Workflow,Workitem_928880675,suspend,2016-01-02 09:28:14.065000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,,A_Validating,2016-01-02 14:56:16.065000+00:00
Obtained,User_11,W_Call after offers,Workflow,Workitem_904859229,resume,2016-01-06 08:22:26.535000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,,O_Cancelled,2016-01-06 13:04:57.295000+00:00
Released,User_11,W_Call after offers,Workflow,Workitem_228926140,suspend,2016-01-06 08:22:53.699000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,,O_Cancelled,2016-01-06 13:35:54.659000+00:00
Created,User_8,O_Create Offer,Offer,Offer_1350435827,complete,2016-01-29 09:38:52.642000+00:00,Car,New credit,Application_196483749,10000.0,4100.0,57.0,True,200.01,False,0.0,10000.0,,O_Cancelled,2016-01-29 15:14:38.272000+00:00
statechange,User_8,O_Created,Offer,OfferState_1024397986,complete,2016-01-29 09:38:54.600000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,Offer_1350435827,O_Cancelled,2016-01-29 13:30:26.420000+00:00
statechange,User_8,O_Sent (mail and online),Offer,OfferState_1403465002,complete,2016-01-29 09:39:08.912000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,Offer_1350435827,O_Cancelled,2016-01-29 13:14:09.382000+00:00
statechange,User_1,A_Cancelled,Application,ApplState_818703741,complete,2016-02-29 07:01:05.198000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,,O_Cancelled,2016-02-29 11:01:39.758000+00:00
statechange,User_1,O_Cancelled,Offer,OfferState_2140735773,complete,2016-02-29 07:01:05.239000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,Offer_1350435827,O_Cancelled,2016-02-29 11:36:44.519000+00:00
statechange,User_1,O_Cancelled,Offer,OfferState_584641125,complete,2016-02-29 07:01:05.248000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,Offer_1148420274,O_Create Offer,2016-02-29 10:32:33.808000+00:00
statechange,User_1,O_Cancelled,Offer,OfferState_293765867,complete,2016-02-29 07:01:05.256000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,Offer_941964966,O_Created,2016-02-29 11:19:54.276000+00:00
Deleted,User_1,W_Call after offers,Workflow,Workitem_1666980538,ate_abort,2016-02-29 07:01:05.273000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,,O_Sent (online only),2016-02-29 11:02:59.023000+00:00
Created,User_1,A_Create Application,Application,Application_1363980603,complete,2016-01-02 09:24:04.072000+00:00,Car,New credit,Application_1363980603,7500.0,,,,,,,,,A_Submitted,2016-01-02 09:24:04.192000+00:00
